카테고리,[잡담],[질문],[정보],[기타]
[잡담],"빨리 적고 싶어서 음슴체로 쓸게요 원래는 존댓말 쓰는데 너무 귀찮아서 ㅎㅅㅎ...현재 밸런스에 대해 따지고 싶다기 보다는 밸런스 패치가 어떤 방향으로 흘러가는지추측하는 글이니까 현재 클래스, 직각 간의 딜 비교는 최대한 하지 않을 것이고혹여나 한다 해도 예시를 위해 하는 것이니 불타지 않았으면 함...로아에는 크게 보면 2가지 종류의 직각이 있다고 생각함1. 아이덴티티를 적극적으로 활용하는 직업2. 아이덴티티를 소극적으로 활용하거나 아덴이 사라지는 직업리퍼로 예를 들자면 1번은 달소가 이에 해당할 것이고2번은 갈증이 여기에 해당할 것임물론 모든 캐릭터의 각인들이  둘 중 하나는 1번 반대는 2번인 것이라고는 생각하지 않음블레이드의 경우 버스트와 잔재 모두 1번에 속한다고 생각하고, 기공사도 둘 모두 1번에 속한다고 생각함(디트도)혹시나 오해할까봐 다는 사족인데 2번이 아덴 활용을 아예 안하는 직업만 있다는게 아니라1번에 비해 소극적으로 활용한다는 뜻2번에서도 2가지 갈래로 갈리는데2-1. 아덴을 소극적으로 활용하지만 해당 직각만의 새로운 리스크가 생기는 직업2-2. 아덴을 소극적으로 활용하거나 잠기면서 해당 직각만의 새로운 리스크가 없는 직업2-1의 예시로는 가장 대표적인게 광기라고 생각함광기는 비기에 비해 아덴을 소극적으로 활용함(상시 폭주, 특화로 인한 z 스킬 뎀증x)그러나 광기는 직각을 통해 자신만의 새로운 리스크를 지게 됨(체방 다운)이로 인해 광기는 아덴을 소극적으로 활용하지만 비기보다 약하지 않음(오히려 강할 수도 있고)2-2의 대표적인 예시는 초심과 환류를 들 수 있음초심은 아덴이 아예 잠겨버리는 각인이며(오의 스킬 사용 불가, 엘리멘탈 게이지 잠김)초심만이 가지고 있는 새로운 리스크가 생기지 않음(오의에 비해 리스크가 적다는 것이 아니라 아덴이 잠기지만직업 각인을 통한 자신만의 리스크가 생기지 않는다는 뜻)또, 환류는 마력 해방을 사용할 수 없으며 아덴 게이지 사용처가 오로지 점멸 뿐임즉 환류도 초심과 마찬가지로 환류 각인을 통한 자신만의 리스크가 생기지 않았음여기까지 보면 2-1과 2-2의 차이를 다들 알 수 있을 것이라고 생각함2-1은 아덴이 잠기거나 아덴 사용이 소극적으로 변하지만 직각을 통해 새로운 리스크를 얻어 그 만큼 강해지는 반면2-2는 아덴이 잠기거나 아덴 사용이 소극적으로 변하고, 새로운 리스크가 생기지 않아 2-1에 비해 약해지는 경향이 있음지금까지 적어둔 추측들을 뒷받침해줄 근거로 이번 핸드거너 개편을 들 수 있다고 생각함기존의 핸드거너는 아덴이 잠겨 핸드건 스탠스만 사용할 수 있음에도 불구하고강무와 비교해서 따로 얻는 리스크가 없었음그로 인해 핸드거너는 매우 약한 딜 포텐을 가지고 있었으며대부분의 로아 유저들에게 제일 약한 캐릭터를 순서대로 불러보라 하면 2순위 안에 꼭 들어가는 직업이었음그러나 이번 개편을 통해 핸드거너는 스페이스바에 자버프가 생긴다는 새로운 리스크가 생겼고, 신 스킬 추가와여러가지 개편을 통해 딜량이 엄청나게 늘었음이를 통해 내가 추측한 것은스마게가 아덴을 소극적으로 활용하는 부류 중 반대 직각에 비해 따로 지게 되는 리스크가 있는2-1과 같은 캐릭터들을 2-2에 속하는 캐릭터들에 비해 강하게 설계한다라는 가설임또한 2-1에 속하는 캐릭터들은 대부분 1번에 속하는 캐릭터들과 비슷한 성능을 내거나오히려 강한 케이스도 있음2-1에 속하는 캐릭 중 어느정도 이해도가 있는 캐릭터들만 나열해 보자면워로드고기-전장의 방패가 잠겨 전태에 비해 아덴 사용이 소극적으로 변하는 대신쉴드량이 적어지고, 헤드 어택 포지션을 잡아야 하는 리스크 발생(직각만의 리스크)버서커광기-폭주를 상시로 유지할 수 있는 대신 폭주 효과가 변하며 체방이 비기에 비해 낮아짐(직각만의 리스크)슬레이어포식자-블러드 러스트가 잠기며, 현타를 줄이기 위해서는 폭주를 오래 유지해야 하며폭주를 오래 유지하기 위해선 적을 계속 타격해야 함(직각만의 리스크)데모닉(개편 후)억제-변신이 잠기지만 아덴 게이지를 쌓아야 주력기를 제대로 된 성능으로 사용할 수 있음, 변신 상태보다 비교적낮은 체방(직각만의 리스크)리퍼갈증-혼돈 상태에 돌입하기 위해 2중 게이지를 채워야 하며, 짧은 시간의 혼돈 상태 유지를 위해 그림자 스킬 사용,단검 스킬을 통한 적 타격을 지속적으로 해야 함(직각만의 리스크)대충 여기까지가 제가 좀 안다 싶은 직업들 중에 현재 2-1에 속한다고 생각하는 직업들인데지금까지 제가 로아를 하면서 지켜온 밸패들을 보면 2-1에 속하는 직업들은 힘을 좀 실어주고2-2에 속하는 직업은 상향은 해주더라도 매우 적은 폭, 또는 패싱을 많이 당하는 것 같음그리고 2-2에 속하는 직업들을 2-1로 리메이크 하는 모습도 지금까지의 밸런스 패치를 통해 보여주고 있음여기까지가 제가 추측한 가설인데물론 제가 생각하는게 틀릴 수도 있고위에 예시로 든 직업들에 대한 설명도 틀렸을 수도 있음직접 키우지 않았지만 많이 지켜봐온 직업들도 몇 포함시킨거라 정확하지 않기 때문에그나저나 제가 이렇게 긴 글을 쓰면서까지 말하고 싶은 바가 뭐냐면갈증 상시화 시켜달라는 주장이 많이 보이는데솔직히 갈증 시간도 짧고 갱신 못하는 순간도 분명 있음(기믹, 또는 긴 컷신)그러나 갈증이 아무런 리스크 없이 상시화가 된다면아마도 갈증은 2-2에 해당하는 직각이 되어버릴 것이고그렇게 되면 스마게는 직업 각인 특성상 비교적 강한 성능을 보인다며뜬금 너프를 먹이거나 앞으로의 밸런스 패치에서 패싱되어 도태될 가능성이 있음그러므로 갈증은 2-2에 속하기를 바라는 것이 아니라 2-1에 속하면서현재 리스크에 합당한 딜 상승, 또는 리스크 완화(리스크 삭제x)를 주장해야 한다고 생각함물론 둘 다를 바랄 수도 있다고 생각함지금 갈증이던 달소건 둘 다 성능이 좋은 상황이 아니라고 생각되기에제가 하고싶은 얘기는 여기까지고 토론은 환영하고비난, 까내리는 글은 차단함리퍼 화이팅...!!!",,,
[잡담],갈증 지금 팔까....갈증 악세들 창술때문인지 진짜 개비싸네;;지금 팔고 그냥 달소로만 다니는게 맞는걸까..?,,,
[잡담],엑셀파일이고 사용법은 위에 적어놨고 아래로 내려보면 자세한 계산식있는데이번 패치 넘어오고 새로만들어서 혹시나 식잘못쓰거나 계산 틀린부분있으면 고쳐오겠습니다스킬 딜지분 수치는 링크드님 표 기준으로 작성됬습니다로스트아크 인벤 : 갈증리퍼 dps계산기 - 로스트아크 인벤 리퍼 게시판 (inven.co.kr)로스트아크 인벤 : 달소리퍼 dps계산기 - 로스트아크 인벤 리퍼 게시판 (inven.co.kr),,,
[잡담],특치 달소리퍼인데 팔찌에 치명안달려있어도 그냥 쓰나요?? 특화103에 열정중옵 우월중옵떴는데 팔찌에 치명 안붙어있어도 자체치적이 90프로 넘어가니 상관없겠죠?,,,
[잡담],이상 강의끝!,,,
[질문],,배럭 리퍼 갈증 고대로 맞춰주려는데예아 77돌이라 원기예아갈돌 333331가볼까 해서요돌1은 효율 많이 구린가요?,,
[잡담],"리퍼 출시때부터 갈증만 해오던 유저인데(달소 유일신 시절에도 갈증만,,)예전에 크게 너프먹고 지금까지 진짜 찔끔찔끔 버프해주는 거 보면 우리가 발견하지 못한 새로운 트리가 있는 거 아닐까 싶어요..항상 연구해주시는 분들 보면 조금이라도 고점이 뚫리는 트리를 들고 나타나는데 혹시 진짜 그런 트리가 있는게 아닐까 그래서 상향을 찔끔찔끔 해주는 게 아닐까 라는 생각을 하게 되네요..1. 단검스킬 중 왜 단검스킬 쿨감소 트포가 있는지(단검스킬은 왜 하필 딱 8개..?)물론 8단검 트리는 확실히 쓰레기가 맞음.. 근데 굳이 왜 단검스킬 쿨감소를 넣어놨을까에 대한 의심..2. 갈증도 달트처럼 이동기를 뺀 스킬트리도 있지않을까..그냥 이번에 상향 받긴 했으나, 이 정도의 수치라면 저번엔 왜 뺏어갔을까 라는 의문이 생길 수 밖에 없고,이번as 기간에 치적불균형, 블미 이속버그 언급 및 수정, 무파수치상향을 받았으면 좋겠네요ㅜ",,,
[잡담],요번주 한명 빠져서 공팟 사람구하는데(본부 섞어서 하니 평균 스펙이구린상태 )리퍼만 팟 못구한 망령이엄청 신청하네 ㅋㅋ....달소는 구렸지만갈증은 충분히 ㄱㅊ다고보는데이  직업은 인식이 너무 심해서뉴비들은 절대 하면 안되겠다남들보다 100만골은 더 쓴 스펙상태로 다녀야됨,,,
[잡담],"괜찮나요? 4번째 상노탑 리퍼 해줄까 하는데취업 , 성능등등 궁금합니다",,,
[잡담],이번 여름 하익으로 친구들이랑 복귀 하려는데 달소 리퍼 괜찮나요? 다른 글들 보면 아닌거 같긴 한디..,,,
[잡담],가장 늦게나온직업인데 그런거 치곤 트포같은게 되게 쉰내 나옛날에 아무것도없을 시절에야 고치적트포 노코스트 충분히 강점이었지만요즘같이 세트옵 연성옵 파티시너지 신규트포 등 꾸준히 추가되는데리퍼는 너무 몇년 전에 그대로 머물러있는느낌이야유일하게 인식은 꼬리표같이 따라다니긴 하지만 ㅋㅋ게임사 능력부족으로 나메 하나조차 못건드리는게 눈에보이는데페르소나 분신은 아예 존재이유를 모르겠어와중에 노후화캐릭부터 차례로 구조개선한다고하니까 차례도 언제인지 감도안잡히고마냥 목빼고 기다리는것도 답답하네 흑흑,,,
[잡담],저번 하닉 버스트하고 이번엔 달소 해볼까 하는데어려우면 다른거 해야하나 고민중이라서요영지훈련으로 레벨 미리 올려두려고요 ㅠ,,,
[잡담],아드먹고 딜 열심히 하고 강코해서 카멘 취업이라도 잘하자 ..!,,,
[잡담],스카우터만 보면 꼭 시즌1캐릭만 리메이크 한건 아님이번에 데헌 창술 스카 데모닉 리멬한거보면카제때 리멬 다음 순번이배마 인파 홀나 블레고카제 잡고 난후면 리메이크 할듯 ㅋㅋ,,,
[잡담],제가 데헌이랑 리퍼를 너무 좋아해서 저보다 렙 낮은 리퍼님들 보일때마다 친추를 걸어보는데다들 깐부가 있으시길래...임자 없는 리퍼 인구수가 많이 적은가요?어느 레벨대 리퍼님을 친추해야 깐부로 만들 수 있을까요..세구 30 없어도 되는데... 7멸홍이면 충분한데...+ 아 아직 일리아칸 레벨이에요ㅠㅠ10홍3개 나머지 7홍 끼고있는 계획폿입니다..,,,
[잡담],2시에 개같이 2차 추가패치버프더해죠오오오오오,,,
[잡담],스매셔랑 쉐스중 머가딜 더 높아요 ?둘다 쿨돌았을떄 머 먼저 털어야됨?,,,
[잡담],밸패가 끝이구나~~카멘 취업되려낭..,,,
[잡담],야생 공팟러는상하탑 취업률 거절 ㅈ같아서 못해먹겠다거절당하고 나보다스펙낮은새끼들 들어가는거에 너무 열불난다,,,
[잡담],애초에 처음부터 적당한 수준으로 내면하향 될 일도 거의 없을거고하향된다 해도 하향 폭이 지금처럼 큰 하향폭 때문에 유저들 뿔 날일도 없을건데뭔 밸패 때 마다 괴물이 생겨나냐....10렙 차이나는 창술한테 가르가디스 개떡발리고 현타 오지게 나네....,,,
[잡담],달소인데 갈증으로 넘어갈까 고민되네,,,
[잡담],"치피증 시너지 회심 8퍼 해줬으면 됐자나 ㅅㅂ사일런트 스매셔 1트포 범위 증가 삭제후 치적 트포 추가2트포 그림자 잔상 모션 개선,급하강 자리에 혼돈 강화 트포창술 스킬 모션 보니까 잔상 모션 바꾸는거 어려운것도 아닐테고쉐닷 파괴 주는게 뭐가 문제냐아르카나는 스킬 쿨 짧은 스택 기술에 파괴 달려있고운 좋으면 포카드로 파괴 난사하는데돌격대장 안해주는 이유를 모르겠어페르소나에 이속 30펴 달린거 쓸수있게 해줘라이제 그만좀 괴롭히고 다 내놔라",,,
[잡담],기믹수행능력이나 체방이나 좀 상향했음 좋겠다 너무 아파,,,
[질문],,7렙 둘둘하다가 9렙 3개정도 맞출수 잇는 돈이 있는디레이지 라그 9멸에 쉐닷 9홍vs퓨리 9멸 뭐가 나을까요,,
[정보],,,"안녕하세요. 카마인서버에서 1640레벨 갈증리퍼를 키우고있는 유저입니다.갈증을 재밌게 플레이하고 있고, 좀 더 높은 고점이나 시너지를 잘받았으면 해서 사용해본 세팅이고 생각하게 된 배경은 이렇습니다1.라그의 치적불균형제기준으로 6사멸채용시 라그의 치적이 108%가나옵니다(아드2+정밀상옵+팔찌치명+달인40)치적 불균형으로 인해 치적시너지의 기댓값이 떨어지고, 치적관련옵션의 기댓값이 떨어진다고 생각이들었습니다.2.가끔 나오는 보스 백을 절대 못치는 상황일리아칸 4관문 뒷해일 , 워터파크, 라카이서스 30줄 이후 발악패턴에 백이 불장판에 위치한경우가 이에 해당합니다2사멸 4지배를 채용함으로써 원하는 기대 결과1.치적 불균형 해소 및 치적 시너지의 기댓값 증가2.사멸 6셋의 백헤드 한정 딜증대신 지배의 스킬피해증가를 채용함에 따른 백을 못 칠때 딜로스의 완화3.누적무력 증가/재미 증가(?)스킬트리 및 룬은 기존 6사멸 세팅과 거의 동일합니다.단, 쉐도우스톰에 단죄, 디스토션에 심판 룬을 채용하고, 4급습에 질풍을 채용합니다만약에 압도가 필요하신 고정공대에선 사일런트 스매셔에 전설압도 한개 채용하시면 됩니다야추피는 2.3%입니다세팅을 사용한 2분 DPS 영상입니다, 치적 편차가 커서 DPS 편차도 심한편이라 평균~평균보다 살짝 위라고 생각이 드는 판을 찍어왔습니다.저의 기존 세팅 6사멸의 2분 DPS는 평균 2900~3천 사이입니다.실전에서 사용해 본 결과 확인된 문제점1.지배 현타로인한 고신속 강제, 이로인해 실전에서 감당하기 힘들만큼의 쿨타임 감소를 소화시켜야함2.지배 현타가 지난 각성기 쿨이 돌아올 타이밍에 단심이 안터지는 억까, 쉐도우스톰은 타수가 매우많아 거의 무조건 터지지만 디스토션이 4타인가 5타정도라 심판이 안터질때가 있습니다, 이 경우 2분내로 잡을수잇는 상황이 아닐시 지배현타가 길어집니다.3.사멸 세트 치적 22% 포기로인한 치적딜편차 상승4.2분 DPS는 지배현타를 고려하지 않은 DPS이기에, 지배현타를 고려하면 딜량이 로스가생김우선 1번은 같이 이야기해주신 갈증리퍼분들 모두가 공감하신내용이고 저도 그렇다 생각합니다. 전 원래도 고신속을 채용하는 유저였지만, 정말 쿨타임이 힘들정도로 많이도는 세팅이고 이걸 백에 전부 적중시키긴 불가능이라 생각합니다.하지만 사용해 본 결과, 감안해도 급습빈도수 증가 + 사이클회복속도 증가로 인해 장단점이 잇는빌드라고 생각이 들었습니다.1번과 2번의 문제점을 종합하여 특정레이드+가디언토벌에서 채용하기로한 특성비는 다음과같습니다특신 / 치 / 특 / 신 / 신 팔찌 신치 펫 신속 세팅입니다.지배현타가 없는 전투에서 사용할 생각으로 채택했습니다.약 3분50초내로 레이드가 끝나는 곳이나 가디언토벌이 이쪽에 해당합니다.실전에서 사용한 짤입니다.클리어타임 1분 46초/배템 모두 4인딜러 모두 동일하게 사용하였습니다.블레이드님께는 업로드에 허락을 구하였습니다.아직 세팅에 적응해나가는 단계라서 그렇게 잘쳤다고 생각하지는 않고.. 혼자 거목없는거도 부끄럽지만 클리어타임이 제일 잘나왔고 딜량을 비교하기 편해서 사진으로 썼습니다.아마 저도 친체감상 35~6% 언저리가 나왔지 않을까 싶었고, 다음판에 6사멸로 스위칭하여 동일조합으로 1수 추가로한 결과 사진입니다.클리어타임 1분48초였습니다. 제가 6사멸로 스위칭하는시간을감안하면 거의 비슷하지않았나싶고당연히 6사멸이 급습빈도수가 더적어서 섬멸수치가 덜나와야될텐데.. 6사멸이 비섬밑줄뜬걸로 보니 제가 지배세팅할때 더럽게 못친거같습니다. (여긴 거목도있음)%가 보이지않아서 제 뇌피셜이고 이거만으로 가토에선 2사 4지가 더유효하다라고 할순없지만, 저는 그렇게 생각하여 앞으로도 채용해보려고 합니다.3번은 단점이기도하지만 공대에 치적시너지가들어오면 치적시너지 가치가 올라간다생각해서 공대상황에따라 스위칭하면 될 것 같습니다.만약에 3분 40초~50초내로 전투가 끝나지않는 레이드에서 2사4지 세팅을 사용하기 위해선 특성비를 신속1500에 나머지 특치 분배로 사용해야하며(위에 올린 DPS영상은 이에해당합니다)고정공대를 꾸리시는 분들의 경우, 지배현타시간을 기믹시간에 겹치게할 수 있는군단장에서는 현타없이 사용하실수 있습니다.제경우엔 이게 일리아칸에 해당하긴했는데, 신속 1500주고 쿨감까지받은 세팅이 유효한지는 아직 잘 모르겠어서 몇주 더 써보고 생각하려합니다번외로 하드 아브렐슈드 6관문은 샨디쓰는구간이 두번있어서 여기도 지배현타가없기때문에 채용 가능합니다(1문양 직후샨디, 찬미샨디, 딜컷에 지배현타상쇄)커뮤활동을 안한지 오래됐는데, 리퍼에대해 이야기할 곳이 없고 이 세팅이 유효할지 궁금해서 리퍼게시판 갈증유저분들의 힘을 빌려서 수요일부터 허수 20시간넘게치고 두꺼비도 아주 많이 잡았습니다.저보다 잘치시는분들이 사용하셔서 리퍼 고점을 뚫어주셨으면 좋겠습니다.의견이나 질문은 댓글달아주시면 감사하겠습니다.못쓰는데 더럽게 긴글 읽어주셔서 감사합니다 행복한 하루되세요!갈증 달소 리퍼 모두파이팅입니다",
[잡담],고대 맞추려고 하는데원기돌갈예아1 사용해보신분 있을까요?,,,
[잡담],스펙 차이? 에스더 감안해도 12퍼 내외무파 다챙긴 만능형 각인 vs 무파 포기 딜집중 각인칼들고 협박중인 수준으로 키우지말라고 하는데도 왜 붙잡고 있음 ㅋㅋㅋ,,,
[잡담],''나이트메어 2스택''형으로 개선 하는거 어떰?이게 가장 현실성있는 리퍼의 메리트(카운터잘친다도르)를 살리는 방법인거같은데무력 부파도 부족하지만 이거 올려줘밧자 리퍼보다 무력부파 좋은직업 널렸고갈증이야 상시 카운터가 된다지만 달소는 아덴싸이클 굴리느라 카운터나올때 쿨인경우가 다반사인데2스택이면 하나 아껴놨다가 카운터나올때 싹 다 쳐주면 인식개선도 될거고 리퍼 본인도 재밌고공팟 취업 메리트 확실하지않음?,,,
[잡담],그 정도 너프먹고 갈아탄다하는데 우리는 철퇴 쳐맞고도 괜한 희망 갖고 아직도 리퍼하고 있잖아ㅄ들은 우리였음,,,
[잡담],저는 장애인입니다 리퍼 조 나게 약하네요 시 이 발,,,
[잡담],고민이네요 복귀할지 어떨지게임하면서 스트레스 받는거 싫어서 접었었는데 상아탑 초기에..아마 스펙은 엘릭서만 35이상 맞추면 얼추 될거긴 해요근데 그냥 망설여지네요 공팟 취업에 뭐에…취업해서 드가도 예전처럼 저보다 스펙 낮은애들한테 따이고 하면현타 오질거 같아서 고민입니다,,,
[잡담],가르가디스 딜빵 리퍼가 한번도 이긴적이 없음근소한 차이도 안나오고싹 다 개 쳐발림쌔다 입터는 새끼들 ㅈ밥 배럭따리라 신청 넣을수 있을진 모르겠내 ㅋㅋ,,,
[잡담],계속 키우란 말인가,,,
[잡담],거리좀 멀어지면 잔상3개날라가는거는 안맞고 마지막 본체날라가는거만 맞네요 ㅋㅋ,,,
[잡담],제가 저받을 엄청 싫어해서 그런데원저기돌갈아1 특신반반 세팅에서 저받을 질증이나 예둔으로 바꿔도 괜찮나요,,,
[잡담],이제 골드모아서 보석바꿔야지...,,,
[잡담],몇달전에 1580찍은후 접고 할 게임이 없어서 복귀 할려구 하는데원래 달소 유저였는데 인벤글 눈팅좀 해보니까 달소 인식이 너무 안좋길래갈증으로 가야하나 고민하고 있습니당엔드스펙까진 천천히 갈 생각이고 지금 당장은 10멸 2개 9멸1개정도는 투자할려고 합니당많이들 추천 부탁드려용(이유도 적어주시면 감사하겠습니다!)모든 리퍼 유저들 화이팅!,,,
[잡담],"어떤 캐릭은 체방, 무카파 다 좋은데 딜까지 좋고어떤 캐릭은 체방, 무력, 파괴 다 구린데 딜도 그저 그렇고..",,,
[잡담],지금 쉐닷만10홍이고 나머지 다 7홍쓰고있는 중입니다 9홍이라도 맞추기전까지 고신속을 쓰는게 나을가여? 아니면 그냥 계속 반반을 쓰면될가여?,,,
[잡담],전 솔직히.. 잘 모르겠네요;달소라 더 그런건지..다음 주 공지에`밸런스 패치 내용이 리퍼에 적용되지 않은 문제가 있어 수정되었습니다`라고 떠도 이상하지 않을 것 같아요,,,
[잡담],이게 맞나 싶내 ㅅㅂ,,,
[잡담],데런 입힐게 생각보다 없네여. 스샷 있으시면 같이 좀 부탁드리겠습니다.Ps.전 팬티보단 바지가 좋습니다.,,,
[잡담],악세가 전후로 팔린내역도없어서 찾기힘드네요 얼마정도할까요,,,
[잡담],딴애들도 다같이쌔져서 버프받아도 똑같은거 같음,,,
[잡담],상향되면 뭐함 상향을 했다고 생각이 하나도 안듬 위에 오히려 더 추가됨 ㅋㅋㅋ기공사 창술 얘네랑 같이 가봄? 중국서버 오픈한다고 애니츠 다시 밀어주나 씨발 진짜 말도 안되게쎔 ㅈ같아서 못하겠네 게임 소서 너프먹고 리퍼나 다시할까 했더니 리퍼는 너프먹은 소서보다도 아직 약한거 같음 직변권 마렵다,,,
[잡담],선봉대 처음뽑고 난후로 갈증리퍼라 달인 뽑아야하는데아직도 달인 투구 장갑 하나도 못뽑음... 회심은 장갑 52만 뽑고 투구도 없음..저 처럼 옵션 못뽑으신분 있나요;;??,,,
[잡담],이게 어떻게 과한 성능이냐고다시 롤백 받은 기준으로 아직도 병신 새낀데오히려 쌘놈들 많아져서 티어 더 내려간 느낌 든다,,,
[잡담],일단 갈증악세부터 ㅂㅂ2,,,
[잡담],4퍼버프되도 여전히 별로인가요??....;;,,,
[잡담],갈증 쉐닷 꾸준히 쓰면서 주력기 쿨 줄이는 걸로 아는데 쿨이 너무 짧아서 또 써야한다는걸 깜빡하는데 아직 많이 안해봐서 그른가,,,
[잡담],달소하다가 갈증재밌서 보여서 고대셋팅 맞추려고하는데 저거 2개 중에 뭐가 더 좋을까요 딜좀더받을라면 고신을 가는게 맞을거같긴한데 차이가 좀 있을까요 ? 둘다 저받말고 질증채용하려하는데 음...이것저것 영상들보니 머리가 복잡해서 직게에 여쭤봅미다 (각인은 원기돌갈질/아 고정일까요??),,,
[잡담],갈증인데 딜 기댓값이 너무 낮은거같아서 달소로 갈아타볼까싶은데 갈아타느니 그 돈으로 스펙업을 더 하는게 차라리더 쎌까요??,,,
[잡담],카양겔 쿨누수없이 빽어택 90이상 박고오이스커 면상 뇌호격 몇번봤는데오이 10멸 뇌호격... 나머지 9멸홍이거 맞나 ㅎㅎㅎㅎㅅㅅㅎㅅㅅㅅㅎ,,,
[잡담],제가 10홍이고 9홍+9만골 원합니다~,,,
[잡담],mvp창 밑줄이 아닌 mvp창이라도 나오는거에 쾌락을 느껴버렷vvvv,,,
[잡담],혼돈상태 기본 치적 10퍼 상향라그 : 치단에 혼돈상태가 아닐시 조건 추가 / 급습 강화 트포에 무력화단계 증가 추가 (무력 강화까지 찍을시 최상)스매셔 : 급하강 기본상태 적용 / 그림자잔상 몸이 먼저 내려찍은후 뒤에 그림자가 딜하는걸로 변경퓨리 : 치단 20퍼 하향 부위파괴 1레벨 추가달의소리 : 데미지 증가 130/150/170퍼로 변경 / 이속증가가 급습 시전이 완료될때 꺼지도록 변경갈증 : 페르소나 상태 급습 딜증가 제거 / 혼돈상태가 아닐때 페르소나 시전시 혼돈상태로 진입하도록 변경혼돈상태 지속시간 제거 / 혼돈상태에서 z사용시 페르소나 상태로 진입하고 쿨타임 20초 적용,,,
[잡담],딜은 ㅈ같이 약한데 그저 뒤만 잘잡는 기믹싸개 ㅋㅋㅋㅋ심지어 무력 파괴도 평범한 편이고 파괴는 트포 타협봐야 겨우 순간 3레벨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갈증 키우던거 10멸빼고 9멸 줬는데 별 체감이 없더라?그래서 오늘 7멸로 내렸다 ㅋㅋㅋㅋ 이거는 조금 체감 되는데 크게 차이 없는거같음;;워낙 기본딜이 졷병신이라 ㅇㅇ스마게새끼들 진심으로 지금 리퍼 꼴 보면 미안하다는 생각 안듦?사람새끼들이면  남이 돈 부어서 키운 클래스이정도로 도륙을 내 놓았으면 미안하다는 생각이 들어야 정상일거같은데....,,,
[잡담],1.채용률 1퍼 미만 스킬 무력화 상향2. 블랙미스트 pvp 이속 너프인데 pve도 같이 너프3.트랩 아덴 수급 받고 좋다고 트포작 비싼돈 주고 했는데 일주일만에 롤백4.일주일 테섭 허수아비 지표 수집으로 딜 받은거 전부 롤백5.롤백한거 이번 밸패에서 비슷한 수치로 돌려줌본캐 리퍼면 화가 안나는게 이상한 사람 아닐까,,,
[잡담],"갈증따리 치적 최대한 끌어올려서 71퍼인데 딜빵 같은 중요한 의식을 치를때만레퓨스 뒤지게 노크리 뜨니까 매번 자연스럽게 저점이 갱신 되는데, 약코를 따로 할 필요가없네 뛰발",,,
[잡담],다 존나 화나있어..노칸 새로 나올때 80찍고 내부가라고 맨날 떠밀려서90에서 이럴거면 왜 스펙업하지 현타와가지고 접었다가거의 6개월? 좀 됐나 할튼 저번주에 복귀했는데지금 눈팅하니까 무섭다그땐 이정도까진 아니였는데 어쩌다 이렇게 된거야,,,
[잡담],"1.시너지 변경방깎12% 시너지 -> 이번에 창술이 받은 회심 8% 시너지2.사일런트 스매셔1트포 범위 증가 트포 삭제후 치적 40% 트포로 변경2트포 급하강 트포 삭제후 혼돈 강화 트포로 변경2트포 급선회 트포 삭제후 데미지+부위파괴 트포로 변경2트포 그림자 잔상 모션 개선(본체가 먼저 때리고난후 잔상이 후속타)3.쉐도우 닷쉐닷 2타에 파괴 +1 추가4.페르소나페르소나 상태가 풀리면 2초간 이동속도30%/공격속도10% 자버프 추가5.라스트 그래피티1트포 무력화 강화 트포 -> 무력(상)+피해 증가로 변경6.댄싱 오브퓨리1트포 날렵한 움직임 트포 삭제 후 치적 40% 트포로 변경2트포 치명적인 단검 삭제후  [뇌속성] + 피해 증가 트포로 변경1번 : 창술 시너지는 원래 리퍼가 개선 받아야했던것3번 : 파괴 쌘놈들 널렸음 저거 받는다고 씹사기 아님4번 : 페르소나 상태시 받는 버프 가져온것2,5,6번 : 치적 불균형 개선저걸 다 받아도 약하면 추가로 (달의소리,갈증)직각 계수 상향이 맞음반대로 너무 쌔면 (달의소리,갈증) 직각 계수 너프하는게 맞고매일 문의해서 받아냅시다",,,
